NodeId,BrowseName,DisplayName,NodeClass,Path
ns=2;s=MotionDeviceSystem,<MotionDeviceSystem>,MotionDeviceSystem,Object,Objects/Objects/VDMAFolder/<MotionDeviceSystemFolder>/<MotionDeviceSystem>
ns=0;i=2262,ProductUri,ProductUri,Variable,Objects/Objects/Server/ServerStatus/BuildInfo/ProductUri
ns=0;i=2263,ManufacturerName,ManufacturerName,Variable,Objects/Objects/Server/ServerStatus/BuildInfo/ManufacturerName
ns=0;i=2261,ProductName,ProductName,Variable,Objects/Objects/Server/ServerStatus/BuildInfo/ProductName
ns=0;i=2264,SoftwareVersion,SoftwareVersion,Variable,Objects/Objects/Server/ServerStatus/BuildInfo/SoftwareVersion
ns=0;i=2265,BuildNumber,BuildNumber,Variable,Objects/Objects/Server/ServerStatus/BuildInfo/BuildNumber
ns=0;i=2266,BuildDate,BuildDate,Variable,Objects/Objects/Server/ServerStatus/BuildInfo/BuildDate
ns=0;i=78,Mandatory,Mandatory,Object,Objects/Objects/Server/ServerCapabilities/ModellingRules/Mandatory
ns=0;i=80,Optional,Optional,Object,Objects/Objects/Server/ServerCapabilities/ModellingRules/Optional
ns=0;i=11510,MandatoryPlaceholder,MandatoryPlaceholder,Object,Objects/Objects/Server/ServerCapabilities/ModellingRules/MandatoryPlaceholder
ns=0;i=11508,OptionalPlaceholder,OptionalPlaceholder,Object,Objects/Objects/Server/ServerCapabilities/ModellingRules/OptionalPlaceholder
ns=0;i=16301,AddRole,AddRole,Method,Objects/Objects/Server/ServerCapabilities/RoleSet/AddRole
ns=0;i=16304,RemoveRole,RemoveRole,Method,Objects/Objects/Server/ServerCapabilities/RoleSet/RemoveRole
ns=0;i=11193,AccessHistoryDataCapability,AccessHistoryDataCapability,Variable,Objects/Objects/Server/ServerCapabilities/HistoryServerCapabilities/AccessHistoryDataCapability
ns=0;i=11242,AccessHistoryEventsCapability,AccessHistoryEventsCapability,Variable,Objects/Objects/Server/ServerCapabilities/HistoryServerCapabilities/AccessHistoryEventsCapability
ns=0;i=11273,MaxReturnDataValues,MaxReturnDataValues,Variable,Objects/Objects/Server/ServerCapabilities/HistoryServerCapabilities/MaxReturnDataValues
ns=0;i=11274,MaxReturnEventValues,MaxReturnEventValues,Variable,Objects/Objects/Server/ServerCapabilities/HistoryServerCapabilities/MaxReturnEventValues
ns=0;i=11196,InsertDataCapability,InsertDataCapability,Variable,Objects/Objects/Server/ServerCapabilities/HistoryServerCapabilities/InsertDataCapability
ns=0;i=11197,ReplaceDataCapability,ReplaceDataCapability,Variable,Objects/Objects/Server/ServerCapabilities/HistoryServerCapabilities/ReplaceDataCapability
ns=0;i=11198,UpdateDataCapability,UpdateDataCapability,Variable,Objects/Objects/Server/ServerCapabilities/HistoryServerCapabilities/UpdateDataCapability
ns=0;i=11199,DeleteRawCapability,DeleteRawCapability,Variable,Objects/Objects/Server/ServerCapabilities/HistoryServerCapabilities/DeleteRawCapability
ns=0;i=11200,DeleteAtTimeCapability,DeleteAtTimeCapability,Variable,Objects/Objects/Server/ServerCapabilities/HistoryServerCapabilities/DeleteAtTimeCapability
ns=0;i=11281,InsertEventCapability,InsertEventCapability,Variable,Objects/Objects/Server/ServerCapabilities/HistoryServerCapabilities/InsertEventCapability
ns=0;i=11282,ReplaceEventCapability,ReplaceEventCapability,Variable,Objects/Objects/Server/ServerCapabilities/HistoryServerCapabilities/ReplaceEventCapability
ns=0;i=11283,UpdateEventCapability,UpdateEventCapability,Variable,Objects/Objects/Server/ServerCapabilities/HistoryServerCapabilities/UpdateEventCapability
ns=0;i=11502,DeleteEventCapability,DeleteEventCapability,Variable,Objects/Objects/Server/ServerCapabilities/HistoryServerCapabilities/DeleteEventCapability
ns=0;i=11275,InsertAnnotationCapability,InsertAnnotationCapability,Variable,Objects/Objects/Server/ServerCapabilities/HistoryServerCapabilities/InsertAnnotationCapability
ns=0;i=19091,ServerTimestampSupported,ServerTimestampSupported,Variable,Objects/Objects/Server/ServerCapabilities/HistoryServerCapabilities/ServerTimestampSupported
ns=0;i=11201,AggregateFunctions,AggregateFunctions,Object,Objects/Objects/Server/ServerCapabilities/HistoryServerCapabilities/AggregateFunctions
ns=0;i=2276,ServerViewCount,ServerViewCount,Variable,Objects/Objects/Server/ServerDiagnostics/ServerDiagnosticsSummary/ServerViewCount
ns=0;i=2277,CurrentSessionCount,CurrentSessionCount,Variable,Objects/Objects/Server/ServerDiagnostics/ServerDiagnosticsSummary/CurrentSessionCount
ns=0;i=2278,CumulatedSessionCount,CumulatedSessionCount,Variable,Objects/Objects/Server/ServerDiagnostics/ServerDiagnosticsSummary/CumulatedSessionCount
ns=0;i=2279,SecurityRejectedSessionCount,SecurityRejectedSessionCount,Variable,Objects/Objects/Server/ServerDiagnostics/ServerDiagnosticsSummary/SecurityRejectedSessionCount
ns=0;i=3705,RejectedSessionCount,RejectedSessionCount,Variable,Objects/Objects/Server/ServerDiagnostics/ServerDiagnosticsSummary/RejectedSessionCount
ns=0;i=2281,SessionTimeoutCount,SessionTimeoutCount,Variable,Objects/Objects/Server/ServerDiagnostics/ServerDiagnosticsSummary/SessionTimeoutCount
ns=0;i=2282,SessionAbortCount,SessionAbortCount,Variable,Objects/Objects/Server/ServerDiagnostics/ServerDiagnosticsSummary/SessionAbortCount
ns=0;i=2284,PublishingIntervalCount,PublishingIntervalCount,Variable,Objects/Objects/Server/ServerDiagnostics/ServerDiagnosticsSummary/PublishingIntervalCount
ns=0;i=2285,CurrentSubscriptionCount,CurrentSubscriptionCount,Variable,Objects/Objects/Server/ServerDiagnostics/ServerDiagnosticsSummary/CurrentSubscriptionCount
ns=0;i=2286,CumulatedSubscriptionCount,CumulatedSubscriptionCount,Variable,Objects/Objects/Server/ServerDiagnostics/ServerDiagnosticsSummary/CumulatedSubscriptionCount
ns=0;i=2287,SecurityRejectedRequestsCount,SecurityRejectedRequestsCount,Variable,Objects/Objects/Server/ServerDiagnostics/ServerDiagnosticsSummary/SecurityRejectedRequestsCount
ns=0;i=2288,RejectedRequestsCount,RejectedRequestsCount,Variable,Objects/Objects/Server/ServerDiagnostics/ServerDiagnosticsSummary/RejectedRequestsCount
ns=0;i=3707,SessionDiagnosticsArray,SessionDiagnosticsArray,Variable,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/SessionDiagnosticsArray
ns=0;i=3708,SessionSecurityDiagnosticsArray,SessionSecurityDiagnosticsArray,Variable,Objects/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/SessionSecurityDiagnosticsArray
ns=0;i=15958,NamespaceUri,NamespaceUri,Variable,Objects/Objects/Server/Namespaces/http://opcfoundation.org/UA//NamespaceUri
ns=0;i=15959,NamespaceVersion,NamespaceVersion,Variable,Objects/Objects/Server/Namespaces/http://opcfoundation.org/UA//NamespaceVersion
ns=0;i=15960,NamespacePublicationDate,NamespacePublicationDate,Variable,Objects/Objects/Server/Namespaces/http://opcfoundation.org/UA//NamespacePublicationDate
ns=0;i=15961,IsNamespaceSubset,IsNamespaceSubset,Variable,Objects/Objects/Server/Namespaces/http://opcfoundation.org/UA//IsNamespaceSubset
ns=0;i=15962,StaticNodeIdTypes,StaticNodeIdTypes,Variable,Objects/Objects/Server/Namespaces/http://opcfoundation.org/UA//StaticNodeIdTypes
ns=0;i=15963,StaticNumericNodeIdRange,StaticNumericNodeIdRange,Variable,Objects/Objects/Server/Namespaces/http://opcfoundation.org/UA//StaticNumericNodeIdRange
ns=0;i=15964,StaticStringNodeIdPattern,StaticStringNodeIdPattern,Variable,Objects/Objects/Server/Namespaces/http://opcfoundation.org/UA//StaticStringNodeIdPattern
ns=0;i=16134,DefaultRolePermissions,DefaultRolePermissions,Variable,Objects/Objects/Server/Namespaces/http://opcfoundation.org/UA//DefaultRolePermissions
ns=0;i=16135,DefaultUserRolePermissions,DefaultUserRolePermissions,Variable,Objects/Objects/Server/Namespaces/http://opcfoundation.org/UA//DefaultUserRolePermissions
ns=0;i=16136,DefaultAccessRestrictions,DefaultAccessRestrictions,Variable,Objects/Objects/Server/Namespaces/http://opcfoundation.org/UA//DefaultAccessRestrictions
ns=0;i=15216,InputArguments,InputArguments,Variable,Objects/Objects/Server/PublishSubscribe/GetSecurityKeys/InputArguments
ns=0;i=15217,OutputArguments,OutputArguments,Variable,Objects/Objects/Server/PublishSubscribe/GetSecurityKeys/OutputArguments
ns=0;i=15441,InputArguments,InputArguments,Variable,Objects/Objects/Server/PublishSubscribe/GetSecurityGroup/InputArguments
ns=0;i=15442,OutputArguments,OutputArguments,Variable,Objects/Objects/Server/PublishSubscribe/GetSecurityGroup/OutputArguments
ns=0;i=15444,AddSecurityGroup,AddSecurityGroup,Method,Objects/Objects/Server/PublishSubscribe/SecurityGroups/AddSecurityGroup
ns=0;i=15447,RemoveSecurityGroup,RemoveSecurityGroup,Method,Objects/Objects/Server/PublishSubscribe/SecurityGroups/RemoveSecurityGroup
ns=0;i=17367,InputArguments,InputArguments,Variable,Objects/Objects/Server/PublishSubscribe/AddConnection/InputArguments
ns=0;i=17368,OutputArguments,OutputArguments,Variable,Objects/Objects/Server/PublishSubscribe/AddConnection/OutputArguments
ns=0;i=17370,InputArguments,InputArguments,Variable,Objects/Objects/Server/PublishSubscribe/RemoveConnection/InputArguments
ns=0;i=17406,State,State,Variable,Objects/Objects/Server/PublishSubscribe/Status/State
ns=0;i=17410,DiagnosticsLevel,DiagnosticsLevel,Variable,Objects/Objects/Server/PublishSubscribe/Diagnostics/DiagnosticsLevel
ns=0;i=17411,TotalInformation,TotalInformation,Variable,Objects/Objects/Server/PublishSubscribe/Diagnostics/TotalInformation
ns=0;i=17416,TotalError,TotalError,Variable,Objects/Objects/Server/PublishSubscribe/Diagnostics/TotalError
ns=0;i=17421,Reset,Reset,Method,Objects/Objects/Server/PublishSubscribe/Diagnostics/Reset
ns=0;i=17422,SubError,SubError,Variable,Objects/Objects/Server/PublishSubscribe/Diagnostics/SubError
ns=0;i=17423,Counters,Counters,Object,Objects/Objects/Server/PublishSubscribe/Diagnostics/Counters
ns=0;i=17457,LiveValues,LiveValues,Object,Objects/Objects/Server/PublishSubscribe/Diagnostics/LiveValues
ns=1;s=Robot:Controller:System:Language,Language,Language,Object,Objects/Objects/Robot/Controller/System/Language
ns=1;s=Robot:Controller:System:WorkingMode,WorkingMode,WorkingMode,Object,Objects/Objects/Robot/Controller/System/WorkingMode
ns=1;s=Robot:Controller:System:RobotStatus,RobotStatus,RobotStatus,Object,Objects/Objects/Robot/Controller/System/RobotStatus
ns=1;s=Robot:Controller:System:SafetyStatus,SafetyStatus,SafetyStatus,Object,Objects/Objects/Robot/Controller/System/SafetyStatus
ns=1;s=Robot:Controller:System:SafetyFault,SafetyFault,SafetyFault,Object,Objects/Objects/Robot/Controller/System/SafetyFault
ns=1;s=Robot:Controller:System:SafetyFaultCode,SafetyFaultCode,SafetyFaultCode,Object,Objects/Objects/Robot/Controller/System/SafetyFaultCode
ns=1;s=Robot:Controller:System:RobotPosition,RobotPosition,RobotPosition,Object,Objects/Objects/Robot/Controller/System/RobotPosition
ns=1;s=Robot:Controller:System:PayloadUser,PayloadUser,PayloadUser,Object,Objects/Objects/Robot/Controller/System/PayloadUser
ns=1;s=Robot:Controller:System:PayloadCell,PayloadCell,PayloadCell,Object,Objects/Objects/Robot/Controller/System/PayloadCell
ns=1;s=Robot:Controller:Versions:Arm,Arm,Arm,Object,Objects/Objects/Robot/Controller/Versions/Arm
ns=1;s=Robot:Controller:Versions:CFAST,CFAST,CFAST,Object,Objects/Objects/Robot/Controller/Versions/CFAST
ns=1;s=Robot:Controller:Versions:CPT,CPT,CPT,Object,Objects/Objects/Robot/Controller/Versions/CPT
ns=1;s=Robot:Controller:Versions:CPU,CPU,CPU,Object,Objects/Objects/Robot/Controller/Versions/CPU
ns=1;s=Robot:Controller:Versions:CPU/SBL,CPU/SBL,CPU/SBL,Object,Objects/Objects/Robot/Controller/Versions/CPU/SBL
ns=1;s=Robot:Controller:Versions:CS9Logical,CS9Logical,CS9Logical,Object,Objects/Objects/Robot/Controller/Versions/CS9Logical
ns=1;s=Robot:Controller:Versions:Configuration,Configuration,Configuration,Object,Objects/Objects/Robot/Controller/Versions/Configuration
ns=1;s=Robot:Controller:Versions:Controller,Controller,Controller,Object,Objects/Objects/Robot/Controller/Versions/Controller
ns=1;s=Robot:Controller:Versions:DSI,DSI,DSI,Object,Objects/Objects/Robot/Controller/Versions/DSI
ns=1;s=Robot:Controller:Versions:Hilscher,Hilscher,Hilscher,Object,Objects/Objects/Robot/Controller/Versions/Hilscher
ns=1;s=Robot:Controller:Versions:J207J208,J207J208,J207J208,Object,Objects/Objects/Robot/Controller/Versions/J207J208
ns=1;s=Robot:Controller:Versions:OPC-UA Server,OPC-UA Server,OPC-UA Server,Object,Objects/Objects/Robot/Controller/Versions/OPC-UA Server
ns=1;s=Robot:Controller:Versions:Option,Option,Option,Object,Objects/Objects/Robot/Controller/Versions/Option
ns=1;s=Robot:Controller:Versions:Options,Options,Options,Object,Objects/Objects/Robot/Controller/Versions/Options
ns=1;s=Robot:Controller:Versions:PCC,PCC,PCC,Object,Objects/Objects/Robot/Controller/Versions/PCC
ns=1;s=Robot:Controller:Versions:PowerSupply,PowerSupply,PowerSupply,Object,Objects/Objects/Robot/Controller/Versions/PowerSupply
ns=1;s=Robot:Controller:Versions:REST_API,REST_API,REST_API,Object,Objects/Objects/Robot/Controller/Versions/REST_API
ns=1;s=Robot:Controller:Versions:RSI,RSI,RSI,Object,Objects/Objects/Robot/Controller/Versions/RSI
ns=1;s=Robot:Controller:Versions:SP2,SP2,SP2,Object,Objects/Objects/Robot/Controller/Versions/SP2
ns=1;s=Robot:Controller:Versions:Starc,Starc,Starc,Object,Objects/Objects/Robot/Controller/Versions/Starc
ns=1;s=Robot:Controller:Versions:System,System,System,Object,Objects/Objects/Robot/Controller/Versions/System
ns=1;s=Robot:Inputs/Outputs:CLP_LS:Din,Din,Din,Object,Objects/Objects/Robot/Inputs/Outputs/CLP_LS/Din
ns=1;s=Robot:Inputs/Outputs:CLP_LS:Dout,Dout,Dout,Object,Objects/Objects/Robot/Inputs/Outputs/CLP_LS/Dout
ns=1;s=Robot:Inputs/Outputs:CLP_LS:Ain,Ain,Ain,Object,Objects/Objects/Robot/Inputs/Outputs/CLP_LS/Ain
ns=1;s=Robot:Inputs/Outputs:CLP_LS:Aout,Aout,Aout,Object,Objects/Objects/Robot/Inputs/Outputs/CLP_LS/Aout
ns=1;s=Robot:Inputs/Outputs:CpuIO:Din,Din,Din,Object,Objects/Objects/Robot/Inputs/Outputs/CpuIO/Din
ns=1;s=Robot:Inputs/Outputs:CpuIO:Ain,Ain,Ain,Object,Objects/Objects/Robot/Inputs/Outputs/CpuIO/Ain
ns=1;s=Robot:Inputs/Outputs:CpuUsage:Ain,Ain,Ain,Object,Objects/Objects/Robot/Inputs/Outputs/CpuUsage/Ain
ns=1;s=Robot:Inputs/Outputs:DsiIO:Din,Din,Din,Object,Objects/Objects/Robot/Inputs/Outputs/DsiIO/Din
ns=1;s=Robot:Inputs/Outputs:DsiIO:Dout,Dout,Dout,Object,Objects/Objects/Robot/Inputs/Outputs/DsiIO/Dout
ns=1;s=Robot:Inputs/Outputs:DsiIO:Ain,Ain,Ain,Object,Objects/Objects/Robot/Inputs/Outputs/DsiIO/Ain
ns=1;s=Robot:Inputs/Outputs:DsiIoSafe:Din,Din,Din,Object,Objects/Objects/Robot/Inputs/Outputs/DsiIoSafe/Din
ns=1;s=Robot:Inputs/Outputs:FastIO:Din,Din,Din,Object,Objects/Objects/Robot/Inputs/Outputs/FastIO/Din
ns=1;s=Robot:Inputs/Outputs:FastIO:Dout,Dout,Dout,Object,Objects/Objects/Robot/Inputs/Outputs/FastIO/Dout
ns=1;s=Robot:Inputs/Outputs:J206_EtherCAT:Coupler_D24403000,Coupler_D24403000,Coupler_D24403000,Object,Objects/Objects/Robot/Inputs/Outputs/J206_EtherCAT/Coupler_D24403000
ns=1;s=Robot:Inputs/Outputs:J206_EtherCAT:Enc0_D24442900,Enc0_D24442900,Enc0_D24442900,Object,Objects/Objects/Robot/Inputs/Outputs/J206_EtherCAT/Enc0_D24442900
ns=1;s=Robot:Inputs/Outputs:J206_EtherCAT:Term_1_(D24403100),Term_1_(D24403100),Term_1_(D24403100),Object,Objects/Objects/Robot/Inputs/Outputs/J206_EtherCAT/Term_1_(D24403100)
ns=1;s=Robot:Inputs/Outputs:J206_EtherCAT:Term_2_(D24403100),Term_2_(D24403100),Term_2_(D24403100),Object,Objects/Objects/Robot/Inputs/Outputs/J206_EtherCAT/Term_2_(D24403100)
ns=1;s=Robot:Inputs/Outputs:J206_EtherCAT:Term_3_(D24403100),Term_3_(D24403100),Term_3_(D24403100),Object,Objects/Objects/Robot/Inputs/Outputs/J206_EtherCAT/Term_3_(D24403100)
ns=1;s=Robot:Inputs/Outputs:PowerSupplyIO:Din,Din,Din,Object,Objects/Objects/Robot/Inputs/Outputs/PowerSupplyIO/Din
ns=1;s=Robot:Inputs/Outputs:PowerSupplyIO:Dout,Dout,Dout,Object,Objects/Objects/Robot/Inputs/Outputs/PowerSupplyIO/Dout
ns=1;s=Robot:Inputs/Outputs:Rsi9IO:Din,Din,Din,Object,Objects/Objects/Robot/Inputs/Outputs/Rsi9IO/Din
ns=1;s=Robot:Inputs/Outputs:Rsi9IO:Dout,Dout,Dout,Object,Objects/Objects/Robot/Inputs/Outputs/Rsi9IO/Dout
ns=1;s=Robot:Inputs/Outputs:Rsi9IO:Ain,Ain,Ain,Object,Objects/Objects/Robot/Inputs/Outputs/Rsi9IO/Ain
ns=1;s=Robot:Inputs/Outputs:StarcIO:Ain,Ain,Ain,Object,Objects/Objects/Robot/Inputs/Outputs/StarcIO/Ain
